Rooms,Type,Price,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
1,h,462000,36.9,1,0,1034,42,1960,Cardinia Shire Council,Eastern Victoria,2259
3,h,,19.6,2,2,400,,,Whittlesea City Council,Northern Metropolitan,10926
3,h,876000,13.1,1,1,656,,,Hume City Council,Northern Metropolitan,5070
4,h,845000,24.8,2,2,739,,,Knox City Council,Eastern Metropolitan,10788
2,u,597000,24.8,,,,,,Knox City Council,Eastern Metropolitan,10788
3,h,690000,29.5,1,2,,,,Yarra Ranges Shire Council,Eastern Victoria,604
2,h,800000,5.1,1,1,252,,,Maribyrnong City Council,Western Metropolitan,7570
3,h,880000,15.4,1,3,587,,,Whitehorse City Council,Eastern Metropolitan,4385
4,h,1120000,15.4,2,2,497,18,1970,Whitehorse City Council,Eastern Metropolitan,4385
3,h,697250,38,1,1,613,114,1959,Frankston City Council,South-Eastern Metropolitan,17055
3,h,561000,38,1,2,608,103,1970,Frankston City Council,South-Eastern Metropolitan,17055
4,h,810000,38,3,2,718,,,Frankston City Council,South-Eastern Metropolitan,17055
5,h,580000,38,2,2,593,,,Frankston City Council,South-Eastern Metropolitan,17055
3,h,1130000,16.7,2,2,730,,,Monash City Council,Eastern Metropolitan,15321
2,h,685000,11.2,1,1,362,97,1950,Moreland City Council,Northern Metropolitan,8870
3,h,645000,11.2,2,2,,340,2012,Moreland City Council,Northern Metropolitan,8870
4,h,,20.4,2,2,,,,Hume City Council,Northern Metropolitan,4864
2,h,575000,6.2,,,,,,Boroondara City Council,Southern Metropolitan,6482
4,h,1175000,21.3,2,6,723,148,1950,Maroondah City Council,Eastern Metropolitan,3794
3,h,865000,8.8,1,2,583,,,Banyule City Council,Eastern Metropolitan,2947
3,h,,16,,,,,,Bayside City Council,Southern Metropolitan,4794
3,h,1410000,16,2,2,633,172,1940,Bayside City Council,Southern Metropolitan,4794
5,h,,18.4,3,1,,231,1980,Wyndham City Council,Western Metropolitan,13830
4,h,,18.4,2,9,,180,1974,Wyndham City Council,Western Metropolitan,13830
4,h,680000,18.4,2,4,,,,Wyndham City Council,Western Metropolitan,13830
3,h,,18.4,2,4,,,,Wyndham City Council,Western Metropolitan,13830
3,h,,3.4,1,,323,,,Melbourne City Council,Northern Metropolitan,5263
4,h,720000,12.1,2,1,510,,,Darebin City Council,Northern Metropolitan,1414
3,h,,23.3,2,2,,,,Knox City Council,Eastern Metropolitan,2949
3,h,650000,29.9,2,2,,125,2016,Yarra Ranges Shire Council,Eastern Victoria,6732
7,h,786500,17.4,3,2,833,,,Hume City Council,Northern Metropolitan,4704
1,u,445000,0,,,,,,Melbourne City Council,Northern Metropolitan,17496
4,h,413000,31.7,1,,587,,,Melton City Council,Western Victoria,3600
4,h,410000,29.8,1,2,583,136,1975,Melton City Council,Western Victoria,4718
3,h,417500,29.8,1,,594,114,1985,Melton City Council,Western Victoria,4718
3,h,,29.8,2,0,675,,,Melton City Council,Western Victoria,4718
3,h,,31.7,2,2,,,,Melton City Council,Northern Victoria,6065
3,h,1120000,20,2,2,277,176,1995,Kingston City Council,South-Eastern Metropolitan,6162
3,h,1462000,20,2,2,601,,,Kingston City Council,South-Eastern Metropolitan,6162
5,h,676000,25.9,2,2,448,,,Whittlesea City Council,Northern Metropolitan,5812
3,h,592000,17.9,2,1,623,,,Whittlesea City Council,Northern Metropolitan,10529
4,h,,17.9,3,2,,265,1994,Whittlesea City Council,Northern Metropolitan,10529
3,h,635000,17.9,2,2,,,,Whittlesea City Council,Northern Metropolitan,10529
3,h,,14.3,2,2,,,,Kingston City Council,Southern Metropolitan,2555
2,u,672000,14.3,1,1,,66,1970,Kingston City Council,Southern Metropolitan,2555
4,h,,18.8,3,2,,253,2012,Monash City Council,South-Eastern Metropolitan,7113
4,h,,34.1,2,2,584,,,Casey City Council,South-Eastern Metropolitan,9376
1,h,340000,6.2,1,1,,45,1975,Hobsons Bay City Council,Western Metropolitan,5498
2,t,880000,1.8,1,1,,,,Melbourne City Council,Northern Metropolitan,6821
4,h,1455000,12.3,2,2,550,209,1920,Monash City Council,Southern Metropolitan,3224
4,h,1451000,21.5,3,2,,173,1980,Kingston City Council,South-Eastern Metropolitan,5087
2,t,411000,14.7,,,,,,Wyndham City Council,Western Metropolitan,15542
4,h,,14.7,2,2,448,197,2011,Wyndham City Council,Western Metropolitan,15542
3,h,587500,14.7,1,1,527,87,2001,Wyndham City Council,Western Metropolitan,15542
3,h,750000,14.7,,,,,,Wyndham City Council,Western Metropolitan,15542
3,h,675000,14.7,,,,,,Wyndham City Council,Western Metropolitan,15542
4,h,692000,14.7,2,2,,,,Wyndham City Council,Western Metropolitan,15542
4,h,,8.4,4,0,397,450,1980,Darebin City Council,Northern Metropolitan,14577
2,u,525500,12,,,,,,Darebin City Council,Northern Metropolitan,21650
3,u,656000,21.3,,,,,,Maroondah City Council,Eastern Metropolitan,4407
4,h,930000,23.5,2,2,664,220,1985,Knox City Council,South-Eastern Metropolitan,11667
3,h,525000,20.6,2,1,,,,Hume City Council,Northern Metropolitan,5833
3,u,870000,15.2,,,,,,Bayside City Council,Southern Metropolitan,4497
3,h,606000,35.4,1,2,613,,,Frankston City Council,South-Eastern Metropolitan,8077
2,h,807500,5.1,1,2,328,77,2016,Maribyrnong City Council,Western Metropolitan,2417
4,h,670000,20.5,2,2,,187,2011,Whittlesea City Council,Northern Metropolitan,7969
3,u,801000,0.7,,,,,,Melbourne City Council,Southern Metropolitan,8400
2,u,530000,0.7,,,,,,Melbourne City Council,Southern Metropolitan,8400
4,h,,22.2,2,4,750,186,1971,Greater Dandenong City Council,South-Eastern Metropolitan,4054
3,h,675000,14,1,2,,,,Brimbank City Council,Western Metropolitan,14042
2,u,400000,14,,,,,,Brimbank City Council,Western Metropolitan,14042
2,h,,18.4,2,1,212,,2007,Wyndham City Council,Western Metropolitan,10160
2,t,830000,7,,,,,,Darebin City Council,Northern Metropolitan,8870
5,h,,17.2,3,2,613,400,2008,Whitehorse City Council,Eastern Metropolitan,4280
3,u,437500,14.7,,,,,,Wyndham City Council,Western Metropolitan,16166
3,h,900000,14.7,2,4,,,,Wyndham City Council,Western Metropolitan,16166
2,h,,14.7,1,1,539,119,1940,Wyndham City Council,Western Metropolitan,16166
3,h,,14.7,1,2,600,106,1986,Wyndham City Council,Western Metropolitan,16166
2,t,623000,6.4,1,1,,,,Maribyrnong City Council,Western Metropolitan,5058
2,h,755000,6.3,1,2,303,82,1950,Maribyrnong City Council,Western Metropolitan,6543
3,h,,6.3,1,2,209,100,1940,Maribyrnong City Council,Western Metropolitan,6543
1,u,420000,3,,,,,,Yarra City Council,Northern Metropolitan,4019
4,h,1710000,7.5,2,3,,161,1950,Moonee Valley City Council,Western Metropolitan,1543
3,h,693000,10.4,1,1,,,,Moonee Valley City Council,Western Metropolitan,3464
2,u,780000,3,,,,,,Port Phillip City Council,Southern Metropolitan,3280
3,h,812000,10.5,1,3,,129,1970,Brimbank City Council,Western Metropolitan,2185
3,h,970000,11,2,2,534,145,1988,Hobsons Bay City Council,Western Metropolitan,5301
4,h,840000,15.5,2,4,,,,Hobsons Bay City Council,Western Metropolitan,7630
3,h,808000,15.5,2,4,,149,1985,Hobsons Bay City Council,Western Metropolitan,7630
2,h,545000,15.5,1,2,,,2000,Hobsons Bay City Council,Western Metropolitan,7630
3,h,870000,9.4,1,2,534,,,Hobsons Bay City Council,Western Metropolitan,5132
3,t,671000,9.4,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,726500,12.8,2,1,690,,,Brimbank City Council,Western Metropolitan,1281
3,h,495000,12.8,3,2,,,,Brimbank City Council,Western Metropolitan,1281
2,u,490000,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
3,t,950000,4.3,2,2,184,,,Moonee Valley City Council,Western Metropolitan,6567
3,u,520000,4.3,,,,,,Moonee Valley City Council,Western Metropolitan,6567
4,t,1075000,4.3,,,,,,Moonee Valley City Council,Western Metropolitan,6567
2,t,640000,4.3,,,,,,Moonee Valley City Council,Western Metropolitan,6567
5,h,1950000,10.2,3,,743,188,1930,Boroondara City Council,Southern Metropolitan,3052
1,u,349000,6.4,,,,,,Port Phillip City Council,Southern Metropolitan,2952
3,u,1150000,7.9,1,2,,,2008,Boroondara City Council,Southern Metropolitan,5682
2,u,745000,9.7,,,,,,Boroondara City Council,Southern Metropolitan,7809
3,h,,9.7,1,3,,127,1970,Boroondara City Council,Southern Metropolitan,7809
2,h,1800000,9.7,1,1,923,,,Boroondara City Council,Southern Metropolitan,7809
3,h,813000,23.2,2,,725,,,Knox City Council,Eastern Metropolitan,5030
2,u,526000,23.2,,,,,,Maroondah City Council,Eastern Metropolitan,3598
3,h,1291000,17.3,2,2,567,,1947,Bayside City Council,Southern Metropolitan,5366
2,u,766000,17.3,,,,,,Bayside City Council,Southern Metropolitan,5366
5,h,,17.3,3,2,650,389,2017,Bayside City Council,Southern Metropolitan,5366
1,u,410000,11.4,,,,,,Glen Eira City Council,Southern Metropolitan,6795
2,h,1400000,11.4,1,1,713,,,Glen Eira City Council,Southern Metropolitan,6795
2,h,700000,13.8,1,1,640,89,1948,Glen Eira City Council,Southern Metropolitan,10969
4,h,1751000,13.8,2,2,591,180,1970,Glen Eira City Council,Southern Metropolitan,10969
4,t,971000,13.8,,,,,,Glen Eira City Council,Southern Metropolitan,10969
3,h,1200000,13.8,2,1,,126,1940,Glen Eira City Council,Southern Metropolitan,10969
4,h,1210000,13.8,2,2,,,,Glen Eira City Council,Southern Metropolitan,10969
4,t,1500000,13.8,,,,,,Glen Eira City Council,Southern Metropolitan,10969
2,h,1186000,13.8,1,4,619,,,Glen Eira City Council,Southern Metropolitan,10969
5,h,1175000,35.2,,,,,,Casey City Council,Eastern Victoria,17093
3,h,1370000,13.4,1,1,882,,,Whitehorse City Council,Eastern Metropolitan,5713
4,h,,13.4,2,2,705,230,1985,Whitehorse City Council,Eastern Metropolitan,5713
4,t,1000000,13.4,,,,,,Whitehorse City Council,Eastern Metropolitan,5713
4,t,1031000,13.4,,,,,,Whitehorse City Council,Eastern Metropolitan,2867
3,h,1030000,13.4,2,1,345,125,2000,Whitehorse City Council,Eastern Metropolitan,4387
4,h,946500,25,2,2,,,1960,Knox City Council,Eastern Metropolitan,9704
4,h,780000,25,2,2,854,,1970,Knox City Council,Eastern Metropolitan,9704
3,u,593000,25,,,,,,Knox City Council,Eastern Metropolitan,9704
3,u,,25,,,,,,Knox City Council,Eastern Metropolitan,9704
4,t,,10.3,3,2,,,,Bayside City Council,Southern Metropolitan,6938
3,h,565000,14,1,2,615,,,Hume City Council,Northern Metropolitan,4294
2,u,410000,6.4,1,1,199,,,Brimbank City Council,Western Metropolitan,962
1,u,315000,5.2,1,1,,,1987,Moreland City Council,Northern Metropolitan,11918
6,h,,5.2,2,,447,,,Moreland City Council,Northern Metropolitan,11918
2,h,1005000,5.2,1,1,140,68,1890,Moreland City Council,Northern Metropolitan,11918
3,h,,4,1,2,434,,,Moreland City Council,Northern Metropolitan,5533
2,h,1190000,4,1,0,160,89,1900,Moreland City Council,Northern Metropolitan,5533
2,h,765000,4,1,,,84,1900,Moreland City Council,Northern Metropolitan,5533
4,h,965000,4,2,2,,151,1996,Moreland City Council,Northern Metropolitan,5533
2,u,530000,5.2,,,,,,Moreland City Council,Northern Metropolitan,7082
1,u,,5.2,1,1,,,,Moreland City Council,Northern Metropolitan,7082
3,h,1250000,5.2,1,1,365,123,1920,Moreland City Council,Northern Metropolitan,7082
3,t,830000,5.2,,,,,,Moreland City Council,Northern Metropolitan,7082
3,h,,5.2,1,2,501,,,Moreland City Council,Northern Metropolitan,7082
1,u,255000,5.2,,,,,,Moreland City Council,Northern Metropolitan,7082
2,u,490000,5.2,1,2,,,,Moreland City Council,Northern Metropolitan,7082
3,h,689000,12.1,,,,,,Banyule City Council,Northern Metropolitan,10175
2,t,405000,12.1,2,1,,,,Banyule City Council,Northern Metropolitan,10175
3,h,,12.1,1,1,,,,Banyule City Council,Northern Metropolitan,10175
3,h,1213000,2.4,,,,,,Yarra City Council,Northern Metropolitan,438
4,h,650000,14.8,,,,,,Melton City Council,Western Metropolitan,1686
3,h,1020000,14.7,1,1,547,,1960,Whitehorse City Council,Eastern Metropolitan,4048
2,u,1002500,7.7,,,,,,Boroondara City Council,Southern Metropolitan,8920
3,u,1050000,7.7,,,,,,Boroondara City Council,Southern Metropolitan,8920
3,h,,7.7,1,2,771,,,Boroondara City Council,Southern Metropolitan,8920
4,h,1810000,3.5,2,,167,,,Melbourne City Council,Northern Metropolitan,3106
2,h,965000,3.5,1,,,,,Melbourne City Council,Northern Metropolitan,3106
2,u,780000,10.1,2,2,,147,2013,Glen Eira City Council,Southern Metropolitan,7822
1,u,345000,10.1,,,,,,Glen Eira City Council,Southern Metropolitan,7822
3,u,,10.1,,,,,,Glen Eira City Council,Southern Metropolitan,7822
6,h,,14.8,6,2,257,213,2014,Melton City Council,Western Metropolitan,7719
3,u,676000,31.2,,,,,,Kingston City Council,South-Eastern Metropolitan,1989
3,h,,31.2,1,2,,,,Kingston City Council,South-Eastern Metropolitan,1989
4,h,,34.9,2,2,705,,,Frankston City Council,South-Eastern Metropolitan,8060
1,u,,7.8,,,,,,Glen Eira City Council,Southern Metropolitan,6923
4,h,835000,27,2,2,555,,,Kingston City Council,South-Eastern Metropolitan,2076
5,h,,17.9,2,3,612,,,Bayside City Council,Southern Metropolitan,9758
4,t,1156000,17.9,,,,,,Bayside City Council,Southern Metropolitan,9758
4,h,900000,17.9,2,1,533,,,Bayside City Council,Southern Metropolitan,9758
3,h,830000,27.1,,,,,,Yarra Ranges Shire Council,Eastern Victoria,3789
3,t,805000,17.5,,,,,,Kingston City Council,South-Eastern Metropolitan,2727
3,h,,17.5,1,2,536,,1980,Kingston City Council,South-Eastern Metropolitan,4734
3,h,575000,43.4,2,2,,117,2012,Casey City Council,Eastern Victoria,2987
2,h,821000,6.7,1,1,490,,,Darebin City Council,Northern Metropolitan,11204
2,h,980000,6.7,1,1,298,,,Darebin City Council,Northern Metropolitan,11204
3,h,940000,6.7,2,2,653,115,1970,Darebin City Council,Northern Metropolitan,3445
3,h,620000,20.6,2,1,788,200,1980,Hume City Council,Northern Metropolitan,15510
3,h,520000,20.6,1,0,583,104,1985,Hume City Council,Northern Metropolitan,15510
3,h,385000,20.6,2,2,207,153,2010,Hume City Council,Northern Metropolitan,15510
4,h,761000,20.6,2,2,,216,2009,Hume City Council,Northern Metropolitan,15510
4,h,,20.6,2,2,350,,,Hume City Council,Northern Metropolitan,15510
2,h,414000,20.6,1,1,,,,Hume City Council,Northern Metropolitan,15510
3,h,530000,34.7,1,3,,123,2003,Casey City Council,South-Eastern Metropolitan,4939
2,h,1260000,2.4,1,1,,92,1910,Yarra City Council,Northern Metropolitan,1123
3,h,1012000,23,1,1,1181,,,Maroondah City Council,Eastern Metropolitan,11925
3,h,,23,2,4,858,140,1970,Maroondah City Council,Eastern Metropolitan,11925
4,h,825000,23,2,2,,,,Maroondah City Council,Eastern Metropolitan,11925
4,h,,23,,,,,,Maroondah City Council,Eastern Metropolitan,11925
4,h,1120000,23,2,2,,,,Maroondah City Council,Eastern Metropolitan,11925
3,t,,23,,,,,,Maroondah City Council,Eastern Metropolitan,11925
2,u,560000,23,,,,,,Maroondah City Council,Eastern Metropolitan,2985
3,h,535000,14,1,2,,112,1980,Hume City Council,Northern Metropolitan,2246
3,h,515000,14,1,2,552,92,1960,Hume City Council,Northern Metropolitan,2246
3,h,,14,1,2,,,1970,Hume City Council,Northern Metropolitan,2246
3,h,720000,21.8,2,1,,,,Nillumbik Shire Council,Northern Victoria,4258
3,t,885000,12.4,,,,,,Manningham City Council,Eastern Metropolitan,9028
3,t,885000,12.4,2,2,152,127,2017,Manningham City Council,Eastern Metropolitan,9028
3,t,,14.3,,,,,,Manningham City Council,Eastern Metropolitan,10999
3,h,622000,25.9,2,2,403,168,2016,Nillumbik Shire Council,Northern Victoria,7254
2,t,545000,27,1,2,140,,,Kingston City Council,South-Eastern Metropolitan,2546
3,h,821000,18,1,2,677,,,Banyule City Council,Eastern Metropolitan,6990
4,h,870000,18,,,,,,Banyule City Council,Eastern Metropolitan,6990
1,u,,7.2,,,,,,Port Phillip City Council,Southern Metropolitan,8989
3,h,640000,28.5,2,0,,,,Casey City Council,South-Eastern Metropolitan,8443
3,h,676000,19.6,2,2,,,2012,Whittlesea City Council,Northern Metropolitan,10926
3,h,1715000,7.5,1,2,580,160,1950,Moonee Valley City Council,Western Metropolitan,9264
4,h,1067500,7.5,3,2,,158,2009,Moonee Valley City Council,Western Metropolitan,9264
3,h,630000,13.1,1,3,,,,Hume City Council,Northern Metropolitan,5070
3,t,520000,13.1,,,,,,Hume City Council,Northern Metropolitan,5070
5,h,,24.8,3,5,1709,241,1975,Knox City Council,Eastern Metropolitan,10788
3,h,750000,24.8,2,2,852,,,Knox City Council,Eastern Metropolitan,10788
2,t,753000,2.1,,,,,,Yarra City Council,Northern Metropolitan,5825
2,h,,3.6,1,1,163,120,1880,Moreland City Council,Northern Metropolitan,6244
3,h,,3.4,1,,,,,Melbourne City Council,Northern Metropolitan,3593
2,u,585000,5.1,,,,,,Maribyrnong City Council,Western Metropolitan,7570
2,u,497000,5.1,,,,,,Maribyrnong City Council,Western Metropolitan,7570
2,u,490000,38,,,,,,Frankston City Council,South-Eastern Metropolitan,17055
4,h,1215500,38,2,3,,,,Frankston City Council,South-Eastern Metropolitan,7566
2,u,406000,10.1,,,,,,Glen Eira City Council,Southern Metropolitan,2403
2,u,646000,7.3,,,,,,Boroondara City Council,Southern Metropolitan,10412
2,u,560000,7.3,,,,,,Boroondara City Council,Southern Metropolitan,10412
2,u,1186000,7.3,,,,,,Boroondara City Council,Southern Metropolitan,10412
2,h,1312500,7.3,1,1,,,,Boroondara City Council,Southern Metropolitan,10412
5,h,1925000,16.7,3,2,962,,,Monash City Council,Eastern Metropolitan,15321
5,h,,16.7,2,2,,36,2000,Monash City Council,Eastern Metropolitan,15321
3,h,,16.7,1,1,738,,,Monash City Council,Eastern Metropolitan,15321
2,u,790000,16.7,,,,,,Monash City Council,Eastern Metropolitan,15321
3,h,,11.2,1,2,640,141,1950,Moreland City Council,Northern Metropolitan,8870
3,h,820000,16.1,2,1,,145,1960,Banyule City Council,Northern Metropolitan,8524
3,h,,16.1,1,3,537,112,1955,Banyule City Council,Northern Metropolitan,8524
4,h,746000,20.4,2,4,847,,2000,Hume City Council,Northern Metropolitan,4864
4,h,999000,20.4,,,,,,Hume City Council,Northern Metropolitan,4864
2,u,505000,5.3,,,,,,Boroondara City Council,Southern Metropolitan,11308
1,u,511000,5.3,,,,,,Boroondara City Council,Southern Metropolitan,11308
2,u,640000,5.3,,,,,,Boroondara City Council,Southern Metropolitan,11308
1,u,390000,6.2,,,,,,Boroondara City Council,Southern Metropolitan,6482
1,u,,6.2,,,,,,Boroondara City Council,Southern Metropolitan,6482
3,h,876000,18.7,1,3,707,,,Kingston City Council,South-Eastern Metropolitan,1048
3,h,950000,16,3,4,,,,Bayside City Council,Southern Metropolitan,4794
3,u,,16,,,,,,Bayside City Council,Southern Metropolitan,4794
4,t,,16,2,4,333,212,1947,Bayside City Council,Southern Metropolitan,4794
4,h,680000,18,2,3,680,265,2006,Brimbank City Council,Western Metropolitan,5556
4,h,620000,18,2,2,,207,1990,Brimbank City Council,Western Metropolitan,5556
4,h,642000,18,2,2,,167,2000,Brimbank City Council,Western Metropolitan,5556
3,h,795000,18.4,2,4,941,160,1985,Wyndham City Council,Western Metropolitan,13830
3,h,,18.4,1,2,581,,1980,Wyndham City Council,Western Metropolitan,13830
4,h,570000,18.4,2,2,,,,Wyndham City Council,Western Metropolitan,13830
4,h,,18.4,2,2,575,,,Wyndham City Council,Western Metropolitan,13830
3,h,556000,18.4,2,2,685,115,1990,Wyndham City Council,Western Metropolitan,13830
2,u,705000,12.3,,,,,,Monash City Council,Southern Metropolitan,3145
2,u,420000,14,1,1,,,,Hume City Council,Northern Metropolitan,851
4,h,610000,14,2,2,568,210,1974,Brimbank City Council,Western Metropolitan,1202
4,h,665000,15.5,2,3,695,243,1984,Brimbank City Council,Western Metropolitan,3656
3,h,980000,11.7,1,2,638,,,Brimbank City Council,Western Metropolitan,5629
2,u,595000,11.7,,,,,,Brimbank City Council,Western Metropolitan,5629
3,h,1115000,3.4,1,,204,112,1890,Melbourne City Council,Northern Metropolitan,5263
2,h,855000,3.4,1,,110,79,1910,Melbourne City Council,Northern Metropolitan,5263
3,t,,7.3,,,,,,Boroondara City Council,Southern Metropolitan,2671
3,h,715000,25.2,1,4,529,,,Greater Dandenong City Council,South-Eastern Metropolitan,8459
4,h,,25.2,2,4,,214,2011,Greater Dandenong City Council,South-Eastern Metropolitan,8459
2,u,526000,12.1,,,,,,Darebin City Council,Northern Metropolitan,1414
1,u,241000,6.4,,,,,,Maribyrnong City Council,Western Metropolitan,1808
3,h,1020000,6.4,1,0,276,128,1910,Maribyrnong City Council,Western Metropolitan,1808
3,u,,23.3,,,,,,Knox City Council,Eastern Metropolitan,2949
3,h,625000,16.3,1,2,661,114,1950,Whittlesea City Council,Northern Metropolitan,8279
2,u,440000,15.5,,,,,,Hobsons Bay City Council,Western Metropolitan,2004
3,u,800000,12.7,,,,,,Banyule City Council,Northern Metropolitan,4168
4,h,875000,12.7,,,,,,Banyule City Council,Northern Metropolitan,4168
4,h,,6.4,2,2,653,194,2012,Maribyrnong City Council,Western Metropolitan,3873
1,u,355000,8.4,,,,,,Stonnington City Council,Southern Metropolitan,8801
2,u,585000,4.3,,,,,,Maribyrnong City Council,Western Metropolitan,4918
3,t,765000,4.3,2,2,225,141,1995,Maribyrnong City Council,Western Metropolitan,4918
4,t,625000,4.3,,,,,,Maribyrnong City Council,Western Metropolitan,4918
3,u,458000,17.4,,,,,,Hume City Council,Northern Metropolitan,4704
3,h,632000,17.4,2,2,,,,Hume City Council,Northern Metropolitan,4704
3,h,587000,17.4,1,2,844,115,1975,Hume City Council,Northern Metropolitan,4704
3,h,324000,31.7,1,2,,,,Melton City Council,Western Victoria,3600
4,h,830000,20,,,,,,Kingston City Council,South-Eastern Metropolitan,6162
3,u,825000,20,,,,,,Kingston City Council,South-Eastern Metropolitan,6162
3,t,881000,20,3,2,,158,2008,Kingston City Council,South-Eastern Metropolitan,6162
4,h,610000,25.9,2,2,399,150,2011,Whittlesea City Council,Northern Metropolitan,5812
3,h,525000,25.9,,,,,,Whittlesea City Council,Northern Metropolitan,5812
3,h,517000,25.9,2,1,212,102,,Whittlesea City Council,Northern Metropolitan,5812
4,h,573500,25.9,2,2,452,,,Whittlesea City Council,Northern Metropolitan,5812
4,h,610000,25.9,2,2,448,180,,Whittlesea City Council,Northern Metropolitan,5812
2,h,,3,1,0,,,,Port Phillip City Council,Southern Metropolitan,2019
3,h,690500,17.9,2,1,613,,,Whittlesea City Council,Northern Metropolitan,10529
4,h,825000,17.9,2,2,678,183,1990,Whittlesea City Council,Northern Metropolitan,10529
4,h,737000,17.9,2,1,610,,,Whittlesea City Council,Northern Metropolitan,10529
4,h,872000,17.9,2,2,,,,Whittlesea City Council,Northern Metropolitan,10529
3,h,579000,17.9,1,1,,140,1995,Whittlesea City Council,Northern Metropolitan,10529
3,h,966000,17.2,,,,,,Whitehorse City Council,Eastern Metropolitan,6871
2,u,,16.2,1,1,,90,2004,Banyule City Council,Eastern Metropolitan,3891
3,h,1360000,6.2,1,,,,,Moonee Valley City Council,Western Metropolitan,6232
3,h,1285000,6.2,2,1,313,142,1910,Moonee Valley City Council,Western Metropolitan,6232
3,h,1075000,6.2,1,1,288,,,Moonee Valley City Council,Western Metropolitan,6232
2,u,780000,14.3,,,,,,Kingston City Council,Southern Metropolitan,2555
3,t,915000,14.3,2,2,230,,,Kingston City Council,Southern Metropolitan,2555
4,h,1450000,21.5,3,2,,337,2002,Kingston City Council,South-Eastern Metropolitan,3650
2,t,730000,21.5,,,,,,Kingston City Council,South-Eastern Metropolitan,3650
3,h,573000,31.6,1,1,,,,Yarra Ranges Shire Council,Eastern Victoria,3532
5,h,,14.2,3,2,660,,,Monash City Council,Eastern Metropolitan,13366
2,u,700000,14.2,,,,,,Monash City Council,Eastern Metropolitan,13366
5,h,,14.2,2,2,854,,,Monash City Council,Eastern Metropolitan,13366
3,h,675000,18.8,2,1,,,,Monash City Council,South-Eastern Metropolitan,7113
4,h,880000,18.8,2,1,652,,1960,Monash City Council,South-Eastern Metropolitan,7113
3,h,860000,18.8,1,4,,130,1970,Monash City Council,South-Eastern Metropolitan,7113
3,h,,18.8,1,3,654,,,Monash City Council,South-Eastern Metropolitan,7113
3,h,828000,18.8,1,1,569,,1960,Monash City Council,South-Eastern Metropolitan,7113
3,h,842000,18.8,2,2,651,152,1970,Monash City Council,South-Eastern Metropolitan,7113
3,h,1020000,18.8,2,2,,210,2007,Monash City Council,South-Eastern Metropolitan,7113
3,h,652000,34.1,2,2,621,166,1997,Casey City Council,South-Eastern Metropolitan,9376
3,h,,34.1,2,2,,198,1993,Casey City Council,South-Eastern Metropolitan,9376
3,t,495000,34.1,2,1,227,113,2000,Casey City Council,South-Eastern Metropolitan,9376
1,u,292500,6.2,,,,,,Hobsons Bay City Council,Western Metropolitan,5498
4,h,1300000,10.4,2,1,652,,,Moonee Valley City Council,Western Metropolitan,2291
2,h,910000,10.4,1,,650,,,Moonee Valley City Council,Western Metropolitan,2291
2,h,528000,22.7,,,,,,Greater Dandenong City Council,South-Eastern Metropolitan,11806
3,h,700000,22.7,1,1,640,,,Greater Dandenong City Council,South-Eastern Metropolitan,11806
3,h,1285000,1.8,2,,87,139,1910,Melbourne City Council,Northern Metropolitan,6821
2,u,801000,5.3,,,,,,Darebin City Council,Northern Metropolitan,11364
2,t,960000,5.3,1,1,205,,2007,Darebin City Council,Northern Metropolitan,11364
3,u,755000,15.4,,,,,,Manningham City Council,Eastern Metropolitan,4973
3,h,970000,15.4,1,2,588,121,1965,Manningham City Council,Eastern Metropolitan,4973
2,h,1650000,11.4,1,2,,,,Glen Eira City Council,Southern Metropolitan,3578
2,t,593500,21.5,,,,,,Kingston City Council,South-Eastern Metropolitan,5087
2,t,506000,8.5,,,,,,Moreland City Council,Northern Metropolitan,7485
4,h,733000,14.7,2,2,540,224,2006,Wyndham City Council,Western Metropolitan,15542
3,h,550000,14.7,2,1,,,,Wyndham City Council,Western Metropolitan,15542
4,h,760000,14.7,2,2,496,496,,Wyndham City Council,Western Metropolitan,15542
4,h,507500,14.7,2,2,,155,2010,Wyndham City Council,Western Metropolitan,15542
3,t,473000,14.7,,,,,,Wyndham City Council,Western Metropolitan,15542
3,h,,14.7,2,2,,128,2015,Wyndham City Council,Western Metropolitan,15542
4,h,697000,14.7,2,2,530,169,2003,Wyndham City Council,Western Metropolitan,15542
4,h,631500,14.7,2,2,400,192,2012,Wyndham City Council,Western Metropolitan,15542
2,u,590000,3.5,,,,,,Melbourne City Council,Southern Metropolitan,8648
2,u,630000,3.5,,,,,,Melbourne City Council,Southern Metropolitan,8648
2,u,642000,3.5,,,,,,Melbourne City Council,Southern Metropolitan,8648
3,h,1950000,3.5,1,2,247,122,1980,Melbourne City Council,Southern Metropolitan,8648
3,h,1275000,3.5,1,,132,,,Melbourne City Council,Southern Metropolitan,8648
2,u,,4.6,,,,,,Stonnington City Council,Southern Metropolitan,7717
2,u,,4.6,,,,,,Stonnington City Council,Southern Metropolitan,7717
2,u,380000,12,,,,,,Darebin City Council,Northern Metropolitan,21650
3,h,775000,12,1,1,715,,,Darebin City Council,Northern Metropolitan,21650
2,t,630000,12,,,,,,Darebin City Council,Northern Metropolitan,21650
2,u,494000,12,,,,,,Darebin City Council,Northern Metropolitan,21650
